,dateTime,level,seconds,start_time,end_time
15586,2015-12-03T04:23:30.000,asleep,4620,2015-12-03 04:23:30,2015-12-03 05:40:30
15587,2015-12-03T05:40:30.000,restless,60,2015-12-03 05:40:30,2015-12-03 05:41:30
15588,2015-12-03T05:41:30.000,asleep,480,2015-12-03 05:41:30,2015-12-03 05:49:30
15589,2015-12-03T05:49:30.000,restless,60,2015-12-03 05:49:30,2015-12-03 05:50:30
15590,2015-12-03T05:50:30.000,asleep,1140,2015-12-03 05:50:30,2015-12-03 06:09:30
15591,2015-12-03T06:09:30.000,restless,240,2015-12-03 06:09:30,2015-12-03 06:13:30
15592,2015-12-03T06:13:30.000,awake,120,2015-12-03 06:13:30,2015-12-03 06:15:30
15593,2015-12-03T06:15:30.000,asleep,1380,2015-12-03 06:15:30,2015-12-03 06:38:30
15594,2015-12-03T06:38:30.000,restless,60,2015-12-03 06:38:30,2015-12-03 06:39:30
15595,2015-12-03T06:39:30.000,asleep,4320,2015-12-03 06:39:30,2015-12-03 07:51:30
15596,2015-12-03T07:51:30.000,restless,120,2015-12-03 07:51:30,2015-12-03 07:53:30
15597,2015-12-03T07:53:30.000,asleep,4260,2015-12-03 07:53:30,2015-12-03 09:04:30
15598,2015-12-01T23:43:30.000,awake,60,2015-12-01 23:43:30,2015-12-01 23:44:30
15599,2015-12-01T23:44:30.000,restless,60,2015-12-01 23:44:30,2015-12-01 23:45:30
15600,2015-12-01T23:45:30.000,asleep,1920,2015-12-01 23:45:30,2015-12-02 00:17:30
15601,2015-12-02T00:17:30.000,restless,120,2015-12-02 00:17:30,2015-12-02 00:19:30
15602,2015-12-02T00:19:30.000,asleep,120,2015-12-02 00:19:30,2015-12-02 00:21:30
15603,2015-12-02T00:21:30.000,restless,120,2015-12-02 00:21:30,2015-12-02 00:23:30
15604,2015-12-02T00:23:30.000,asleep,1080,2015-12-02 00:23:30,2015-12-02 00:41:30
15605,2015-12-02T00:41:30.000,restless,360,2015-12-02 00:41:30,2015-12-02 00:47:30
15606,2015-12-02T00:47:30.000,asleep,1680,2015-12-02 00:47:30,2015-12-02 01:15:30
15607,2015-12-02T01:15:30.000,restless,120,2015-12-02 01:15:30,2015-12-02 01:17:30
15608,2015-12-02T01:17:30.000,asleep,840,2015-12-02 01:17:30,2015-12-02 01:31:30
15609,2015-12-02T01:31:30.000,restless,120,2015-12-02 01:31:30,2015-12-02 01:33:30
15610,2015-12-02T01:33:30.000,asleep,180,2015-12-02 01:33:30,2015-12-02 01:36:30
15611,2015-12-02T01:36:30.000,restless,60,2015-12-02 01:36:30,2015-12-02 01:37:30
15612,2015-12-02T01:37:30.000,asleep,1200,2015-12-02 01:37:30,2015-12-02 01:57:30
15613,2015-12-02T01:57:30.000,restless,420,2015-12-02 01:57:30,2015-12-02 02:04:30
15614,2015-12-02T02:04:30.000,asleep,300,2015-12-02 02:04:30,2015-12-02 02:09:30
15615,2015-12-02T02:09:30.000,restless,120,2015-12-02 02:09:30,2015-12-02 02:11:30
15616,2015-12-02T02:11:30.000,asleep,120,2015-12-02 02:11:30,2015-12-02 02:13:30
15617,2015-12-02T02:13:30.000,restless,120,2015-12-02 02:13:30,2015-12-02 02:15:30
15618,2015-12-02T02:15:30.000,asleep,1560,2015-12-02 02:15:30,2015-12-02 02:41:30
15619,2015-12-02T02:41:30.000,restless,60,2015-12-02 02:41:30,2015-12-02 02:42:30
15620,2015-12-02T02:42:30.000,asleep,300,2015-12-02 02:42:30,2015-12-02 02:47:30
15621,2015-12-02T02:47:30.000,restless,60,2015-12-02 02:47:30,2015-12-02 02:48:30
15622,2015-12-02T02:48:30.000,asleep,2940,2015-12-02 02:48:30,2015-12-02 03:37:30
15623,2015-12-02T03:37:30.000,restless,60,2015-12-02 03:37:30,2015-12-02 03:38:30
15624,2015-12-02T03:38:30.000,asleep,300,2015-12-02 03:38:30,2015-12-02 03:43:30
15625,2015-12-02T03:43:30.000,restless,60,2015-12-02 03:43:30,2015-12-02 03:44:30
15626,2015-12-02T03:44:30.000,asleep,180,2015-12-02 03:44:30,2015-12-02 03:47:30
15627,2015-12-02T03:47:30.000,restless,60,2015-12-02 03:47:30,2015-12-02 03:48:30
15628,2015-12-02T03:48:30.000,asleep,240,2015-12-02 03:48:30,2015-12-02 03:52:30
15629,2015-12-02T03:52:30.000,restless,60,2015-12-02 03:52:30,2015-12-02 03:53:30
15630,2015-12-02T03:53:30.000,asleep,420,2015-12-02 03:53:30,2015-12-02 04:00:30
15631,2015-12-02T04:00:30.000,restless,60,2015-12-02 04:00:30,2015-12-02 04:01:30
15632,2015-12-02T04:01:30.000,asleep,600,2015-12-02 04:01:30,2015-12-02 04:11:30
15633,2015-12-02T04:11:30.000,restless,60,2015-12-02 04:11:30,2015-12-02 04:12:30
15634,2015-12-02T04:12:30.000,asleep,4200,2015-12-02 04:12:30,2015-12-02 05:22:30
15635,2015-12-02T05:22:30.000,restless,60,2015-12-02 05:22:30,2015-12-02 05:23:30
15636,2015-12-02T05:23:30.000,asleep,2100,2015-12-02 05:23:30,2015-12-02 05:58:30
15637,2015-12-02T05:58:30.000,restless,60,2015-12-02 05:58:30,2015-12-02 05:59:30
15638,2015-12-02T05:59:30.000,asleep,1680,2015-12-02 05:59:30,2015-12-02 06:27:30
15639,2015-12-02T06:27:30.000,restless,60,2015-12-02 06:27:30,2015-12-02 06:28:30
15640,2015-12-02T06:28:30.000,asleep,960,2015-12-02 06:28:30,2015-12-02 06:44:30
15641,2015-12-02T06:44:30.000,restless,240,2015-12-02 06:44:30,2015-12-02 06:48:30
15642,2015-11-30T23:29:00.000,restless,180,2015-11-30 23:29:00,2015-11-30 23:32:00
15643,2015-11-30T23:32:00.000,asleep,300,2015-11-30 23:32:00,2015-11-30 23:37:00
15644,2015-11-30T23:37:00.000,restless,60,2015-11-30 23:37:00,2015-11-30 23:38:00
15645,2015-11-30T23:38:00.000,asleep,2100,2015-11-30 23:38:00,2015-12-01 00:13:00
15646,2015-12-01T00:13:00.000,restless,240,2015-12-01 00:13:00,2015-12-01 00:17:00
15647,2015-12-01T00:17:00.000,awake,60,2015-12-01 00:17:00,2015-12-01 00:18:00
15648,2015-12-01T00:18:00.000,restless,60,2015-12-01 00:18:00,2015-12-01 00:19:00
15649,2015-12-01T00:19:00.000,asleep,1200,2015-12-01 00:19:00,2015-12-01 00:39:00
15650,2015-12-01T00:39:00.000,restless,60,2015-12-01 00:39:00,2015-12-01 00:40:00
15651,2015-12-01T00:40:00.000,asleep,180,2015-12-01 00:40:00,2015-12-01 00:43:00
15652,2015-12-01T00:43:00.000,restless,60,2015-12-01 00:43:00,2015-12-01 00:44:00
15653,2015-12-01T00:44:00.000,asleep,3900,2015-12-01 00:44:00,2015-12-01 01:49:00
15654,2015-12-01T01:49:00.000,restless,60,2015-12-01 01:49:00,2015-12-01 01:50:00
15655,2015-12-01T01:50:00.000,asleep,840,2015-12-01 01:50:00,2015-12-01 02:04:00
15656,2015-12-01T02:04:00.000,restless,420,2015-12-01 02:04:00,2015-12-01 02:11:00
15657,2015-12-01T02:11:00.000,asleep,720,2015-12-01 02:11:00,2015-12-01 02:23:00
15658,2015-12-01T02:23:00.000,restless,420,2015-12-01 02:23:00,2015-12-01 02:30:00
15659,2015-12-01T02:30:00.000,asleep,360,2015-12-01 02:30:00,2015-12-01 02:36:00
15660,2015-12-01T02:36:00.000,restless,120,2015-12-01 02:36:00,2015-12-01 02:38:00
15661,2015-12-01T02:38:00.000,asleep,120,2015-12-01 02:38:00,2015-12-01 02:40:00
15662,2015-12-01T02:40:00.000,restless,60,2015-12-01 02:40:00,2015-12-01 02:41:00
15663,2015-12-01T02:41:00.000,asleep,300,2015-12-01 02:41:00,2015-12-01 02:46:00
15664,2015-12-01T02:46:00.000,restless,240,2015-12-01 02:46:00,2015-12-01 02:50:00
15665,2015-12-01T02:50:00.000,awake,60,2015-12-01 02:50:00,2015-12-01 02:51:00
15666,2015-12-01T02:51:00.000,restless,60,2015-12-01 02:51:00,2015-12-01 02:52:00
15667,2015-12-01T02:52:00.000,asleep,2400,2015-12-01 02:52:00,2015-12-01 03:32:00
15668,2015-12-01T03:32:00.000,restless,60,2015-12-01 03:32:00,2015-12-01 03:33:00
15669,2015-12-01T03:33:00.000,asleep,1320,2015-12-01 03:33:00,2015-12-01 03:55:00
15670,2015-12-01T03:55:00.000,restless,60,2015-12-01 03:55:00,2015-12-01 03:56:00
15671,2015-12-01T03:56:00.000,asleep,4620,2015-12-01 03:56:00,2015-12-01 05:13:00
15672,2015-12-01T05:13:00.000,restless,120,2015-12-01 05:13:00,2015-12-01 05:15:00
15673,2015-12-01T05:15:00.000,asleep,120,2015-12-01 05:15:00,2015-12-01 05:17:00
15674,2015-12-01T05:17:00.000,restless,60,2015-12-01 05:17:00,2015-12-01 05:18:00
15675,2015-12-01T05:18:00.000,asleep,480,2015-12-01 05:18:00,2015-12-01 05:26:00
15676,2015-12-01T05:26:00.000,restless,180,2015-12-01 05:26:00,2015-12-01 05:29:00
15677,2015-12-01T05:29:00.000,asleep,2460,2015-12-01 05:29:00,2015-12-01 06:10:00
15678,2015-12-01T06:10:00.000,restless,180,2015-12-01 06:10:00,2015-12-01 06:13:00
15679,2015-12-01T06:13:00.000,asleep,60,2015-12-01 06:13:00,2015-12-01 06:14:00
15680,2015-12-01T06:14:00.000,restless,60,2015-12-01 06:14:00,2015-12-01 06:15:00
15681,2015-12-01T06:15:00.000,asleep,60,2015-12-01 06:15:00,2015-12-01 06:16:00
15682,2015-12-01T06:16:00.000,restless,60,2015-12-01 06:16:00,2015-12-01 06:17:00
15683,2015-12-01T06:17:00.000,asleep,1740,2015-12-01 06:17:00,2015-12-01 06:46:00
15684,2015-12-01T06:46:00.000,restless,360,2015-12-01 06:46:00,2015-12-01 06:52:00
15685,2015-12-01T06:52:00.000,asleep,600,2015-12-01 06:52:00,2015-12-01 07:02:00
15686,2015-12-01T07:02:00.000,restless,120,2015-12-01 07:02:00,2015-12-01 07:04:00
15687,2015-12-01T07:04:00.000,asleep,120,2015-12-01 07:04:00,2015-12-01 07:06:00
15688,2015-12-01T07:06:00.000,restless,120,2015-12-01 07:06:00,2015-12-01 07:08:00
15689,2015-12-01T07:08:00.000,asleep,1080,2015-12-01 07:08:00,2015-12-01 07:26:00
15690,2015-12-01T07:26:00.000,restless,60,2015-12-01 07:26:00,2015-12-01 07:27:00
15691,2015-12-01T07:27:00.000,asleep,480,2015-12-01 07:27:00,2015-12-01 07:35:00
15692,2015-12-01T07:35:00.000,restless,60,2015-12-01 07:35:00,2015-12-01 07:36:00
15693,2015-12-01T07:36:00.000,asleep,540,2015-12-01 07:36:00,2015-12-01 07:45:00
15694,2015-12-01T07:45:00.000,restless,60,2015-12-01 07:45:00,2015-12-01 07:46:00
15695,2015-12-01T07:46:00.000,asleep,1320,2015-12-01 07:46:00,2015-12-01 08:08:00
15696,2015-12-01T08:08:00.000,restless,240,2015-12-01 08:08:00,2015-12-01 08:12:00
15697,2015-12-01T08:12:00.000,awake,180,2015-12-01 08:12:00,2015-12-01 08:15:00
15698,2015-12-01T08:15:00.000,restless,60,2015-12-01 08:15:00,2015-12-01 08:16:00
15699,2015-12-01T08:16:00.000,asleep,900,2015-12-01 08:16:00,2015-12-01 08:31:00
15700,2015-12-01T08:31:00.000,restless,60,2015-12-01 08:31:00,2015-12-01 08:32:00
15701,2015-12-01T08:32:00.000,asleep,60,2015-12-01 08:32:00,2015-12-01 08:33:00
15702,2015-12-01T08:33:00.000,restless,120,2015-12-01 08:33:00,2015-12-01 08:35:00
15703,2015-12-01T08:35:00.000,awake,60,2015-12-01 08:35:00,2015-12-01 08:36:00
15704,2015-11-30T02:48:30.000,awake,120,2015-11-30 02:48:30,2015-11-30 02:50:30
15705,2015-11-30T02:50:30.000,restless,60,2015-11-30 02:50:30,2015-11-30 02:51:30
15706,2015-11-30T02:51:30.000,asleep,3540,2015-11-30 02:51:30,2015-11-30 03:50:30
15707,2015-11-30T03:50:30.000,restless,120,2015-11-30 03:50:30,2015-11-30 03:52:30
15708,2015-11-30T03:52:30.000,asleep,120,2015-11-30 03:52:30,2015-11-30 03:54:30
15709,2015-11-30T03:54:30.000,restless,120,2015-11-30 03:54:30,2015-11-30 03:56:30
15710,2015-11-30T03:56:30.000,asleep,540,2015-11-30 03:56:30,2015-11-30 04:05:30
15711,2015-11-30T04:05:30.000,restless,60,2015-11-30 04:05:30,2015-11-30 04:06:30
15712,2015-11-30T04:06:30.000,asleep,3840,2015-11-30 04:06:30,2015-11-30 05:10:30
15713,2015-11-30T05:10:30.000,restless,240,2015-11-30 05:10:30,2015-11-30 05:14:30
15714,2015-11-30T05:14:30.000,awake,60,2015-11-30 05:14:30,2015-11-30 05:15:30
15715,2015-11-30T05:15:30.000,restless,60,2015-11-30 05:15:30,2015-11-30 05:16:30
15716,2015-11-30T05:16:30.000,asleep,1560,2015-11-30 05:16:30,2015-11-30 05:42:30
15717,2015-11-30T05:42:30.000,restless,120,2015-11-30 05:42:30,2015-11-30 05:44:30
15718,2015-11-30T05:44:30.000,asleep,120,2015-11-30 05:44:30,2015-11-30 05:46:30
15719,2015-11-30T05:46:30.000,restless,120,2015-11-30 05:46:30,2015-11-30 05:48:30
15720,2015-11-30T05:48:30.000,asleep,4560,2015-11-30 05:48:30,2015-11-30 07:04:30
15721,2015-11-30T07:04:30.000,restless,60,2015-11-30 07:04:30,2015-11-30 07:05:30
15722,2015-11-30T07:05:30.000,asleep,3000,2015-11-30 07:05:30,2015-11-30 07:55:30
15723,2015-11-30T07:55:30.000,restless,120,2015-11-30 07:55:30,2015-11-30 07:57:30
15724,2015-11-30T07:57:30.000,asleep,480,2015-11-30 07:57:30,2015-11-30 08:05:30
15725,2015-11-30T08:05:30.000,restless,60,2015-11-30 08:05:30,2015-11-30 08:06:30
15726,2015-11-30T08:06:30.000,asleep,3840,2015-11-30 08:06:30,2015-11-30 09:10:30
15727,2015-11-29T00:05:00.000,asleep,1380,2015-11-29 00:05:00,2015-11-29 00:28:00
15728,2015-11-29T00:28:00.000,restless,180,2015-11-29 00:28:00,2015-11-29 00:31:00
15729,2015-11-29T00:31:00.000,asleep,960,2015-11-29 00:31:00,2015-11-29 00:47:00
15730,2015-11-29T00:47:00.000,restless,360,2015-11-29 00:47:00,2015-11-29 00:53:00
15731,2015-11-29T00:53:00.000,asleep,60,2015-11-29 00:53:00,2015-11-29 00:54:00
15732,2015-11-29T00:54:00.000,restless,60,2015-11-29 00:54:00,2015-11-29 00:55:00
15733,2015-11-29T00:55:00.000,asleep,1020,2015-11-29 00:55:00,2015-11-29 01:12:00
15734,2015-11-29T01:12:00.000,restless,60,2015-11-29 01:12:00,2015-11-29 01:13:00
15735,2015-11-29T01:13:00.000,asleep,1020,2015-11-29 01:13:00,2015-11-29 01:30:00
15736,2015-11-29T01:30:00.000,restless,60,2015-11-29 01:30:00,2015-11-29 01:31:00
15737,2015-11-29T01:31:00.000,asleep,120,2015-11-29 01:31:00,2015-11-29 01:33:00
15738,2015-11-29T01:33:00.000,restless,240,2015-11-29 01:33:00,2015-11-29 01:37:00
15739,2015-11-29T01:37:00.000,awake,60,2015-11-29 01:37:00,2015-11-29 01:38:00
15740,2015-11-29T01:38:00.000,restless,60,2015-11-29 01:38:00,2015-11-29 01:39:00
15741,2015-11-29T01:39:00.000,asleep,180,2015-11-29 01:39:00,2015-11-29 01:42:00
15742,2015-11-29T01:42:00.000,restless,180,2015-11-29 01:42:00,2015-11-29 01:45:00
15743,2015-11-29T01:45:00.000,awake,60,2015-11-29 01:45:00,2015-11-29 01:46:00
15744,2015-11-29T01:46:00.000,restless,60,2015-11-29 01:46:00,2015-11-29 01:47:00
15745,2015-11-29T01:47:00.000,asleep,240,2015-11-29 01:47:00,2015-11-29 01:51:00
15746,2015-11-29T01:51:00.000,restless,120,2015-11-29 01:51:00,2015-11-29 01:53:00
15747,2015-11-29T01:53:00.000,asleep,1260,2015-11-29 01:53:00,2015-11-29 02:14:00
15748,2015-11-29T02:14:00.000,restless,120,2015-11-29 02:14:00,2015-11-29 02:16:00
15749,2015-11-29T02:16:00.000,awake,60,2015-11-29 02:16:00,2015-11-29 02:17:00
15750,2015-11-29T02:17:00.000,restless,60,2015-11-29 02:17:00,2015-11-29 02:18:00
15751,2015-11-29T02:18:00.000,asleep,3060,2015-11-29 02:18:00,2015-11-29 03:09:00
15752,2015-11-29T03:09:00.000,restless,60,2015-11-29 03:09:00,2015-11-29 03:10:00
15753,2015-11-29T03:10:00.000,asleep,840,2015-11-29 03:10:00,2015-11-29 03:24:00
15754,2015-11-29T03:24:00.000,restless,300,2015-11-29 03:24:00,2015-11-29 03:29:00
15755,2015-11-29T03:29:00.000,awake,60,2015-11-29 03:29:00,2015-11-29 03:30:00
15756,2015-11-29T03:30:00.000,restless,180,2015-11-29 03:30:00,2015-11-29 03:33:00
15757,2015-11-29T03:33:00.000,asleep,60,2015-11-29 03:33:00,2015-11-29 03:34:00
15758,2015-11-29T03:34:00.000,restless,60,2015-11-29 03:34:00,2015-11-29 03:35:00
15759,2015-11-29T03:35:00.000,asleep,480,2015-11-29 03:35:00,2015-11-29 03:43:00
15760,2015-11-29T03:43:00.000,restless,300,2015-11-29 03:43:00,2015-11-29 03:48:00
15761,2015-11-29T03:48:00.000,awake,60,2015-11-29 03:48:00,2015-11-29 03:49:00
15762,2015-11-29T03:49:00.000,asleep,2460,2015-11-29 03:49:00,2015-11-29 04:30:00
15763,2015-11-29T04:30:00.000,restless,60,2015-11-29 04:30:00,2015-11-29 04:31:00
15764,2015-11-29T04:31:00.000,asleep,180,2015-11-29 04:31:00,2015-11-29 04:34:00
15765,2015-11-29T04:34:00.000,restless,60,2015-11-29 04:34:00,2015-11-29 04:35:00
15766,2015-11-29T04:35:00.000,asleep,3060,2015-11-29 04:35:00,2015-11-29 05:26:00
15767,2015-11-29T05:26:00.000,restless,120,2015-11-29 05:26:00,2015-11-29 05:28:00
15768,2015-11-29T05:28:00.000,asleep,540,2015-11-29 05:28:00,2015-11-29 05:37:00
15769,2015-11-29T05:37:00.000,restless,60,2015-11-29 05:37:00,2015-11-29 05:38:00
15770,2015-11-29T05:38:00.000,asleep,1020,2015-11-29 05:38:00,2015-11-29 05:55:00
15771,2015-11-29T05:55:00.000,restless,60,2015-11-29 05:55:00,2015-11-29 05:56:00
15772,2015-11-29T05:56:00.000,asleep,5340,2015-11-29 05:56:00,2015-11-29 07:25:00
15773,2015-11-29T07:25:00.000,restless,60,2015-11-29 07:25:00,2015-11-29 07:26:00
15774,2015-11-29T07:26:00.000,asleep,120,2015-11-29 07:26:00,2015-11-29 07:28:00
15775,2015-11-29T07:28:00.000,restless,60,2015-11-29 07:28:00,2015-11-29 07:29:00
15776,2015-11-29T07:29:00.000,asleep,720,2015-11-29 07:29:00,2015-11-29 07:41:00
15777,2015-11-29T07:41:00.000,restless,60,2015-11-29 07:41:00,2015-11-29 07:42:00
15778,2015-11-29T07:42:00.000,asleep,720,2015-11-29 07:42:00,2015-11-29 07:54:00
15779,2015-11-29T07:54:00.000,restless,60,2015-11-29 07:54:00,2015-11-29 07:55:00
15780,2015-11-29T07:55:00.000,asleep,3660,2015-11-29 07:55:00,2015-11-29 08:56:00
15781,2015-11-29T08:56:00.000,restless,180,2015-11-29 08:56:00,2015-11-29 08:59:00
15782,2015-11-29T08:59:00.000,asleep,60,2015-11-29 08:59:00,2015-11-29 09:00:00
15783,2015-11-29T09:00:00.000,restless,60,2015-11-29 09:00:00,2015-11-29 09:01:00
15784,2015-11-29T09:01:00.000,asleep,960,2015-11-29 09:01:00,2015-11-29 09:17:00
15785,2015-11-29T09:17:00.000,restless,60,2015-11-29 09:17:00,2015-11-29 09:18:00
15786,2015-11-29T09:18:00.000,asleep,60,2015-11-29 09:18:00,2015-11-29 09:19:00
15787,2015-11-29T09:19:00.000,restless,60,2015-11-29 09:19:00,2015-11-29 09:20:00
15788,2015-11-29T09:20:00.000,asleep,1800,2015-11-29 09:20:00,2015-11-29 09:50:00
15789,2015-11-29T09:50:00.000,restless,60,2015-11-29 09:50:00,2015-11-29 09:51:00
15790,2015-11-29T09:51:00.000,asleep,1380,2015-11-29 09:51:00,2015-11-29 10:14:00
15791,2015-11-29T10:14:00.000,restless,60,2015-11-29 10:14:00,2015-11-29 10:15:00
15792,2015-11-29T10:15:00.000,asleep,240,2015-11-29 10:15:00,2015-11-29 10:19:00
15793,2015-11-27T23:22:00.000,asleep,180,2015-11-27 23:22:00,2015-11-27 23:25:00
15794,2015-11-27T23:25:00.000,restless,120,2015-11-27 23:25:00,2015-11-27 23:27:00
15795,2015-11-27T23:27:00.000,asleep,60,2015-11-27 23:27:00,2015-11-27 23:28:00
15796,2015-11-27T23:28:00.000,restless,60,2015-11-27 23:28:00,2015-11-27 23:29:00
15797,2015-11-27T23:29:00.000,asleep,60,2015-11-27 23:29:00,2015-11-27 23:30:00
15798,2015-11-27T23:30:00.000,restless,180,2015-11-27 23:30:00,2015-11-27 23:33:00
15799,2015-11-27T23:33:00.000,asleep,1500,2015-11-27 23:33:00,2015-11-27 23:58:00
15800,2015-11-27T23:58:00.000,restless,60,2015-11-27 23:58:00,2015-11-27 23:59:00
15801,2015-11-27T23:59:00.000,asleep,1200,2015-11-27 23:59:00,2015-11-28 00:19:00
15802,2015-11-28T00:19:00.000,restless,120,2015-11-28 00:19:00,2015-11-28 00:21:00
15803,2015-11-28T00:21:00.000,asleep,120,2015-11-28 00:21:00,2015-11-28 00:23:00
15804,2015-11-28T00:23:00.000,restless,120,2015-11-28 00:23:00,2015-11-28 00:25:00
15805,2015-11-28T00:25:00.000,asleep,120,2015-11-28 00:25:00,2015-11-28 00:27:00
15806,2015-11-28T00:27:00.000,restless,120,2015-11-28 00:27:00,2015-11-28 00:29:00
15807,2015-11-28T00:29:00.000,asleep,180,2015-11-28 00:29:00,2015-11-28 00:32:00
15808,2015-11-28T00:32:00.000,restless,60,2015-11-28 00:32:00,2015-11-28 00:33:00
15809,2015-11-28T00:33:00.000,asleep,1140,2015-11-28 00:33:00,2015-11-28 00:52:00
15810,2015-11-28T00:52:00.000,restless,60,2015-11-28 00:52:00,2015-11-28 00:53:00
15811,2015-11-28T00:53:00.000,asleep,2700,2015-11-28 00:53:00,2015-11-28 01:38:00
15812,2015-11-28T01:38:00.000,restless,60,2015-11-28 01:38:00,2015-11-28 01:39:00
15813,2015-11-28T01:39:00.000,asleep,180,2015-11-28 01:39:00,2015-11-28 01:42:00
15814,2015-11-28T01:42:00.000,restless,60,2015-11-28 01:42:00,2015-11-28 01:43:00
15815,2015-11-28T01:43:00.000,asleep,1080,2015-11-28 01:43:00,2015-11-28 02:01:00
15816,2015-11-28T02:01:00.000,restless,240,2015-11-28 02:01:00,2015-11-28 02:05:00
15817,2015-11-28T02:05:00.000,awake,60,2015-11-28 02:05:00,2015-11-28 02:06:00
15818,2015-11-28T02:06:00.000,restless,120,2015-11-28 02:06:00,2015-11-28 02:08:00
15819,2015-11-28T02:08:00.000,asleep,240,2015-11-28 02:08:00,2015-11-28 02:12:00
15820,2015-11-28T02:12:00.000,restless,60,2015-11-28 02:12:00,2015-11-28 02:13:00
15821,2015-11-28T02:13:00.000,asleep,1380,2015-11-28 02:13:00,2015-11-28 02:36:00
15822,2015-11-28T02:36:00.000,restless,60,2015-11-28 02:36:00,2015-11-28 02:37:00
15823,2015-11-28T02:37:00.000,asleep,240,2015-11-28 02:37:00,2015-11-28 02:41:00
15824,2015-11-28T02:41:00.000,restless,240,2015-11-28 02:41:00,2015-11-28 02:45:00
15825,2015-11-28T02:45:00.000,awake,60,2015-11-28 02:45:00,2015-11-28 02:46:00
15826,2015-11-28T02:46:00.000,restless,60,2015-11-28 02:46:00,2015-11-28 02:47:00
15827,2015-11-28T02:47:00.000,asleep,3300,2015-11-28 02:47:00,2015-11-28 03:42:00
15828,2015-11-28T03:42:00.000,restless,120,2015-11-28 03:42:00,2015-11-28 03:44:00
15829,2015-11-28T03:44:00.000,asleep,120,2015-11-28 03:44:00,2015-11-28 03:46:00
15830,2015-11-28T03:46:00.000,restless,480,2015-11-28 03:46:00,2015-11-28 03:54:00
15831,2015-11-28T03:54:00.000,asleep,1320,2015-11-28 03:54:00,2015-11-28 04:16:00
15832,2015-11-28T04:16:00.000,restless,60,2015-11-28 04:16:00,2015-11-28 04:17:00
15833,2015-11-27T00:33:30.000,awake,120,2015-11-27 00:33:30,2015-11-27 00:35:30
15834,2015-11-27T00:35:30.000,restless,60,2015-11-27 00:35:30,2015-11-27 00:36:30
15835,2015-11-27T00:36:30.000,asleep,960,2015-11-27 00:36:30,2015-11-27 00:52:30
15836,2015-11-27T00:52:30.000,restless,120,2015-11-27 00:52:30,2015-11-27 00:54:30
15837,2015-11-27T00:54:30.000,asleep,120,2015-11-27 00:54:30,2015-11-27 00:56:30
15838,2015-11-27T00:56:30.000,restless,120,2015-11-27 00:56:30,2015-11-27 00:58:30
15839,2015-11-27T00:58:30.000,asleep,1440,2015-11-27 00:58:30,2015-11-27 01:22:30
15840,2015-11-27T01:22:30.000,restless,60,2015-11-27 01:22:30,2015-11-27 01:23:30
15841,2015-11-27T01:23:30.000,asleep,1380,2015-11-27 01:23:30,2015-11-27 01:46:30
15842,2015-11-27T01:46:30.000,restless,120,2015-11-27 01:46:30,2015-11-27 01:48:30
15843,2015-11-27T01:48:30.000,asleep,60,2015-11-27 01:48:30,2015-11-27 01:49:30
15844,2015-11-27T01:49:30.000,restless,60,2015-11-27 01:49:30,2015-11-27 01:50:30
15845,2015-11-27T01:50:30.000,asleep,3900,2015-11-27 01:50:30,2015-11-27 02:55:30
15846,2015-11-27T02:55:30.000,restless,180,2015-11-27 02:55:30,2015-11-27 02:58:30
15847,2015-11-27T02:58:30.000,asleep,1140,2015-11-27 02:58:30,2015-11-27 03:17:30
15848,2015-11-27T03:17:30.000,restless,180,2015-11-27 03:17:30,2015-11-27 03:20:30
15849,2015-11-27T03:20:30.000,asleep,60,2015-11-27 03:20:30,2015-11-27 03:21:30
15850,2015-11-27T03:21:30.000,restless,180,2015-11-27 03:21:30,2015-11-27 03:24:30
15851,2015-11-27T03:24:30.000,asleep,600,2015-11-27 03:24:30,2015-11-27 03:34:30
15852,2015-11-27T03:34:30.000,restless,240,2015-11-27 03:34:30,2015-11-27 03:38:30
15853,2015-11-27T03:38:30.000,awake,120,2015-11-27 03:38:30,2015-11-27 03:40:30
15854,2015-11-27T03:40:30.000,restless,60,2015-11-27 03:40:30,2015-11-27 03:41:30
15855,2015-11-27T03:41:30.000,asleep,2400,2015-11-27 03:41:30,2015-11-27 04:21:30
15856,2015-11-27T04:21:30.000,restless,120,2015-11-27 04:21:30,2015-11-27 04:23:30
15857,2015-11-27T04:23:30.000,asleep,720,2015-11-27 04:23:30,2015-11-27 04:35:30
15858,2015-11-27T04:35:30.000,restless,60,2015-11-27 04:35:30,2015-11-27 04:36:30
15859,2015-11-27T04:36:30.000,asleep,2640,2015-11-27 04:36:30,2015-11-27 05:20:30
15860,2015-11-27T05:20:30.000,restless,60,2015-11-27 05:20:30,2015-11-27 05:21:30
15861,2015-11-27T05:21:30.000,asleep,2760,2015-11-27 05:21:30,2015-11-27 06:07:30
15862,2015-11-27T06:07:30.000,restless,60,2015-11-27 06:07:30,2015-11-27 06:08:30
15863,2015-11-27T06:08:30.000,asleep,1020,2015-11-27 06:08:30,2015-11-27 06:25:30
15864,2015-11-27T06:25:30.000,restless,60,2015-11-27 06:25:30,2015-11-27 06:26:30
15865,2015-11-27T06:26:30.000,asleep,780,2015-11-27 06:26:30,2015-11-27 06:39:30
15866,2015-11-27T06:39:30.000,restless,120,2015-11-27 06:39:30,2015-11-27 06:41:30
